position	rank	score	title	year	genre	mpaa	imdb
1832	1154	82.60000022	The Stone Boy	1984	Drama	PG	http://www.imdb.com/title/tt0088176/
1833		82.60000016	The Romantic Englishwoman (British)	1975	Comedy-Drama	R	http://www.imdb.com/title/tt0073634/
1834		82.60000006	The Pied Piper (British)	1972	Fantasy	G	http://www.imdb.com/title/tt0060862/
1835	1155	82.60000003	The Happy Time	1952	Drama	N/A	http://www.imdb.com/title/tt0044687/
1836	1156	82.40000221	The Little Shop of Horrors	1960	Comedy	N/A	http://www.imdb.com/title/tt0054033/
1837	1157	82.40000012	The Sword and the Rose	1953	Adventure	PG	http://www.imdb.com/title/tt0046387/
1838	1158	82.40000012	The Super Cops	1974	Crime Drama	PG	http://www.imdb.com/title/tt0072228/
1839	1159	82.40000008	Loving	1970	Drama	R	http://www.imdb.com/title/tt0066017/
1840	1160	82.40000005	Your Three Minutes Are Up	1973	Comedy	R	http://www.imdb.com/title/tt0070945/
1841	1161	82.20000231	Moscow on the Hudson	1984	Comedy-Drama	R	http://www.imdb.com/title/tt0061722/
1842	1162	82.20000192	The Love Bug	1969	Fantasy	G	http://www.imdb.com/title/tt0064603/
1843	1163	82.20000108	The Last Tycoon	1976	Drama	PG	http://www.imdb.com/title/tt0074777/
1844	1164	82.2000006	Personal Best	1982	Drama	R	http://www.imdb.com/title/tt0084489/
1845	1165	82.20000056	Hi, Mom!	1970	Comedy	R	http://www.imdb.com/title/tt0065836/
1846	1166	82.20000045	Mouchette	1967	Crime Drama	N/A	http://www.imdb.com/title/tt0061996/
1847	1167	82.20000017	Tell Me That You Love Me, Junie Moon	1970	Comedy-Drama	PG	http://www.imdb.com/title/tt0066445/
1848	1168	82.2000001	Mission to Moscow	1943	Drama	N/A	http://www.imdb.com/title/tt0036166/
1849	1169	82.00000094	Iceman	1984	Science Fiction	PG	http://www.imdb.com/title/tt0087452/
1850	1170	82.00000084	Demon Seed	1977	Science Fiction	R	http://www.imdb.com/title/tt0075931/
1851	1171	82.00000055	Finian's Rainbow	1968	Musical	G	http://www.imdb.com/title/tt0062974/
1852	1172	82.0000004	The Satan Bug	1965	Suspense	N/A	http://www.imdb.com/title/tt0059678/
1853	1173	82.00000009	Tropic of Cancer	1970	Drama	X	http://www.imdb.com/title/tt0066494/
1854	1174	82.00000008	J.W. Coop	1972	Drama	PG	http://www.imdb.com/title/tt0067258/
1855		82.00000001	The Handyman (Canadian)	1980	Drama	N/A	http://www.imdb.com/title/tt0080886/
1856	1175	82.00000001	Sounder, Part 2	1976	Drama	G	http://www.imdb.com/title/tt0315327/
1857	1176	81.80000032	Heavy Traffic	1973	Comedy-Drama	R	http://www.imdb.com/title/tt0070165/
1858		81.80000006	The Mind of Mr. Soames (British)	1970	Science Fiction	M/PG	http://www.imdb.com/title/tt0066080/
1859	1177	81.80000001	Save the Children	1973	Documentary	PG-13	http://www.imdb.com/title/tt0128454/
1860	1178	81.40000029	Seize the Day	1986	Drama	N/A	http://www.imdb.com/title/tt0091920/
1861		81.40000019	Secret Ceremony (British)	1968	Drama	R	http://www.imdb.com/title/tt0063571/
1862		81.40000005	Dust (French-Belgian)	1985	Crime Drama	N/A	http://www.imdb.com/title/tt0089061/
1863	1179	81.20000075	Benji	1974	Adventure	G	http://www.imdb.com/title/tt0071206/
1864	1180	81.20000005	The Great K&A Train Robbery (Silent)	1926	Western	N/A	http://www.imdb.com/title/tt0016939/
1865	1181	81.20000004	The Kill-Off	1990	Drama	R	http://www.imdb.com/title/tt0097665/
1866	1182	81.00000006	End of the Road	1970	Drasma	X	http://www.imdb.com/title/tt0065692/
1867	1183	80.60000012	The Angel Levine	1970	Fantasy	PG	http://www.imdb.com/title/tt0065400/
1868		80.60000009	The Pyx (Canadian)	1973	Horror	R	http://www.imdb.com/title/tt0102733/
1869	1184	80.40000032	All Night Long	1981	Comedy	R	http://www.imdb.com/title/tt0082001/
1870	1185	80.40000005	Voices of Sarafina!	1989	Documentary	N/A	http://www.imdb.com/title/tt0098607/
1871		80.20000131	Man With the Movie Camera (Russian Silent)	1929	Documentary	N/A	http://www.imdb.com/title/tt0019760/
1872	1186	80.00000003	Wildrose	1984	Drama	N/A	http://www.imdb.com/title/tt0088404/
1873		80	Sisters of Nishijin (Japanese)	1952	Drama	N/A	http://www.imdb.com/title/tt0067328/
1874		79.60000003	Skin Deep (New Zealand)	1978	Drama	N/A	http://www.imdb.com/title/tt0100157/
1875	1187	77.80017009	The Lord of the Rings: The Fellowship of the Ring	2001	Fantasy	PG-13	http://www.imdb.com/title/tt0120737/
1876		77.20000031	A Touch of Zen (Taiwan)	1969	Action	N/A	http://www.imdb.com/title/tt0064451/
1877	1188	77.20000001	That Was Rock	1984	Documentary	N/A	http://www.imdb.com/title/tt0248540/
1878	1189	76.40305201	Full Metal Jacket	1987	War Drama	R	http://www.imdb.com/title/tt0093058/
1879	1190	76.20003311	Brazil	1985	Comedy	R	http://www.imdb.com/title/tt0088846/
1880	1191	76.00304859	Groundhog Day	1993	Fantasy	PG	http://www.imdb.com/title/tt0107048/
1881	1192	76.0030225	This is Spinal Tap	1984	Comedy	R	http://www.imdb.com/title/tt0088258/
1882		76.00000138	Band of Outsiders (French)	1964	Crime Drama	N/A	http://www.imdb.com/title/tt0057869/
1883	1193	75.80304953	Toy Story	1995	Fantasy	G	http://www.imdb.com/title/tt0114709/
1884	1194	75.8030219	The Nightmare Before Christmas	1993	Fantasy	PG	http://www.imdb.com/title/tt0107688/
1885	1195	75.80004623	Rain Man	1988	Comedy	R	http://www.imdb.com/title/tt0095953/
1886	1196	75.70200179	The Big Heat	1953	Crime Drama	N/A	http://www.imdb.com/title/tt0045555/
1887	1197	75.60800237	A Place in the Sun	1951	Drama	N/A	http://www.imdb.com/title/tt0043924/
1888	1198	75.60302507	Airplane!	1980	Comedy	PG	http://www.imdb.com/title/tt0080339/
1889	1199	75.60301009	Do the Right Thing	1989	Drama	R	http://www.imdb.com/title/tt0097216/
1890		75.60000094	Closely Watched Trains (Czech)	1966	Comedy-Drama	N/A	http://www.imdb.com/title/tt0060802/
1891		75.60000028	The Crime of Monsieur Lange (French)	1936	Drama	N/A	http://www.imdb.com/title/tt0027478/
1892	1200	75.40302639	A Fish Called Wanda	1988	Comedy	R	http://www.imdb.com/title/tt0095159/
1893	1201	75.40302084	Halloween	1978	Horror	R	http://www.imdb.com/title/tt0077651/
1894	1202	75.40300261	The Lady from Shanghai	1948	Thriller	N/A	http://www.imdb.com/title/tt0040525/
1895	1203	75.4010043	Guess Who's Coming to Dinner	1967	Comedy-Drama	N/A	http://www.imdb.com/title/tt0061735/
1896		75.40000496	Drunken Master II (Hong Kong)	1994	Action	R	http://www.imdb.com/title/tt0111512/
1897		75.10200673	A Room with a View (British)	1986	Drama	N/A	http://www.imdb.com/title/tt0091867/
1898		75.10200406	Don't Look Now (British)	1973	Thriller	R	http://www.imdb.com/title/tt0069995/
1899	1204	75.10200236	Splendor in the Grass	1961	Drama	N/A	http://www.imdb.com/title/tt0055471/
1900	1205	75.00300063	The Scarlet Empress	1934	Biography	N/A	http://www.imdb.com/title/tt0025746/
1901	1206	75.00000087	Broken Blossoms (Silent)	1919	Drama	N/A	http://www.imdb.com/title/tt0009968/
1902	1207	74.90200107	Written on the Wind	1956	Drama	N/A	http://www.imdb.com/title/tt0049966/
1903	1208	74.80000143	L�olo (Canadian-French)	1992	Comedy	N/A	http://www.imdb.com/title/tt0104782/
1904	1209	74.80000131	Gentleman's Agreement	1947	Drama	N/A	http://www.imdb.com/title/tt0039416/
1905	1210	74.60301925	Thelma & Louise	1991	Crime Drama	R	http://www.imdb.com/title/tt0103074/
1906	1211	74.60300029	Cabin in the Sky	1943	Musical	N/A	http://www.imdb.com/title/tt0035703/
1907	1212	74.40300897	Bull Durham	1988	Drama	R	http://www.imdb.com/title/tt0094812/
1908		73.60301802	The Rocky Horror Picture Show (British)	1975	Musical	R	http://www.imdb.com/title/tt0073629/
1909	1213	73.20300898	Saturday Night Fever	1977	Drama	R	http://www.imdb.com/title/tt0076666/
1910	1214	72.40300107	Jailhouse Rock	1957	Musical	N/A	http://www.imdb.com/title/tt0050556/
1911		72.20000103	Ulysses' Gaze (Greek-French-Italian)	1995	Drama	N/A	http://www.imdb.com/title/tt0114863/
1912	1215	68.3021648	The Shawshank Redemption	1994	Crime Drama	R	http://www.imdb.com/title/tt0111161/
1913	1216	67.40311181	The Usual Suspects	1995	Crime Drama	R	http://www.imdb.com/title/tt0114814/
1914	1217	67.20315504	The Matrix	1999	Science Fiction	R	http://www.imdb.com/title/tt0133093/
1915	1218	66.85203964	Amadeus	1984	Biography	R	http://www.imdb.com/title/tt0086879/
1916	1219	66.80306573	Monty Python and the Holy Grail (British)	1975	Comedy	PG	http://www.imdb.com/title/tt0071853/
1917	1220	66.62909778	Forrest Gump	1994	Comedy-Drama	PG-13	http://www.imdb.com/title/tt0109830/
1918	1221	66.603104	Terminator 2: Judgment Day	1991	Science Fiction	R	http://www.imdb.com/title/tt0103064/
1919	1222	66.200016	Miller's Crossing	1990	Crime Drama	R	http://www.imdb.com/title/tt0100150/
1920	1223	66.00301144	Being There	1979	Comedy	PG	http://www.imdb.com/title/tt0078841/
1921	1224	66.00000533	Chungking Express (Hong Kong)	1994	Comedy-Drama	PG-13	http://www.imdb.com/title/tt0109424/
1922	1225	65.7020052	Badlands	1973	Thriller	PG	http://www.imdb.com/title/tt0069762/
1923	1226	64.80000129	Detour	1945	Crime Drama	N/A	http://www.imdb.com/title/tt0037638/
1924	1227	64.2000107	The Fly	1986	Science Fiction	R	http://www.imdb.com/title/tt0091064/
1925	1228	63.60000154	Kandahar (Iranian-French)	2001	Drama	N/A	http://www.imdb.com/title/tt0283431/
1926	1229	63.60000033	Baby Face	1933	Drama	N/A	http://www.imdb.com/title/tt0023775/
1927	1230	63.01000075	The Jazz Singer	1927	Musical	N/A	http://www.imdb.com/title/tt0018037/
1928	1231	57.25305224	Taxi Driver	1976	Crime Drama	R	http://www.imdb.com/title/tt0075314/
